epoch,generator_loss,discriminator_loss
84,0.000547834497410804,-1.535378396511078e-05
85,0.0005457325023598969,-1.6527774278074503e-05
86,0.0005439516389742494,-1.8582737538963556e-05
87,0.0005426467396318913,-1.600949326530099e-05
88,0.0005412190221250057,-2.4025212042033672e-05
89,0.000539242522791028,-2.1262618247419596e-05
90,0.0005382866365835071,-1.9396538846194744e-05
91,0.0005366879049688578,-2.0465173292905092e-05
92,0.0005346975522115827,-2.311344724148512e-05
93,0.000532940961420536,-1.983542460948229e-05
94,0.0005319012561812997,-2.26595439016819e-05
95,0.0005303080542944372,-2.1696381736546755e-05
96,0.0005295526352711022,-1.751916715875268e-05
97,0.000528329168446362,-2.2436841391026974e-05
98,0.0005270189139991999,-2.3935397621244192e-05
99,0.0005259381141513586,-1.9474129658192396e-05
100,0.000524532631970942,-2.542103175073862e-05
101,0.0005230117822065949,-2.4261593353003263e-05
102,0.0005224476335570216,-2.1911924704909325e-05
103,0.0005211356328800321,-2.6946712750941515e-05
104,0.0005200041923671961,-2.171192318201065e-05
105,0.0005190250813029706,-2.0764418877661228e-05
106,0.0005182483000680804,-2.457428490743041e-05
107,0.0005170227959752083,-2.2546853870153427e-05
108,0.0005167213384993374,-2.147926716133952e-05
109,0.0005149859935045242,-2.1296145860105753e-05
110,0.0005137480329722166,-2.570438664406538e-05
111,0.0005133888917043805,-2.693090937100351e-05
112,0.0005122190341353416,-2.9623100999742746e-05
113,0.0005115192616358399,-2.1652434952557087e-05
114,0.0005103066796436906,-2.7254718588665128e-05
115,0.0005091226194053888,-2.9922841349616647e-05
116,0.0005087543977424502,-2.821363159455359e-05
117,0.0005072936182841659,-2.798819332383573e-05
118,0.0005069366889074445,-3.327993908897042e-05
119,0.0005063731805421412,-2.6836787583306432e-05
120,0.0005056055961176753,-3.0615279683843255e-05
121,0.0005042486591264606,-2.7136702556163073e-05
122,0.0005026966682635248,-2.6258378056809306e-05
123,0.0005026870057918131,-2.932429197244346e-05
124,0.0005019724485464394,-2.633425174281001e-05
125,0.0005009676096960902,-2.817835775204003e-05
126,0.0005005779676139355,-3.030052175745368e-05
127,0.000499972200486809,-3.1118455808609724e-05
128,0.0004994975170120597,-2.6142835849896073e-05
129,0.0004985789419151843,-3.094979911111295e-05
130,0.0004977965145371854,-3.091915277764201e-05
131,0.0004966139094904065,-3.4510158002376556e-05
132,0.00049594696611166,-3.385834861546755e-05
133,0.0004957615165039897,-3.284093691036105e-05
134,0.0004947985289618373,-3.287856816314161e-05
135,0.0004943611565977335,-2.9028276912868023e-05
136,0.0004936613840982318,-3.313284832984209e-05
137,0.0004931640578433871,-3.426676266826689e-05
138,0.0004921868094243109,-2.691691042855382e-05
139,0.0004917401820421219,-3.8443191442638636e-05
140,0.0004913304001092911,-3.166310489177704e-05
141,0.0004903995431959629,-3.492322866804898e-05
142,0.000489703961648047,-3.2158102840185165e-05
143,0.000488962628878653,-3.870006185024977e-05
144,0.0004880984197370708,-3.3353513572365046e-05
145,0.0004879669286310673,-2.8905022190883756e-05
146,0.00048696171143092215,-3.333701170049608e-05
147,0.0004863392096012831,-3.734137862920761e-05
148,0.00048600745503790677,-3.299253876321018e-05
149,0.0004850501718465239,-3.299195668660104e-05
150,0.00048431215691380203,-4.6768574975430965e-05
151,0.0004842288908548653,-3.745657159015536e-05
152,0.0004835271101910621,-4.187997546978295e-05
153,0.0004825014912057668,-3.664029645733535e-05
154,0.0004817448207177222,-4.070307477377355e-05
155,0.00048082045395858586,-4.3780775740742683e-05
156,0.0004805620410479605,-3.625859972089529e-05
157,0.0004803728370461613,-3.276771167293191e-05
158,0.00047958840150386095,-4.138276563026011e-05
159,0.0004796544963028282,-4.34115354437381e-05
160,0.0004784736374858767,-3.612475120462477e-05
161,0.00047793780686333776,-3.8628990296274424e-05
162,0.0004774702829308808,-3.4220312954857945e-05
163,0.00047795509453862906,-4.135683411732316e-05
164,0.00047748518409207463,-4.5740860514342785e-05
165,0.0004769227234646678,-4.6305241994559765e-05
166,0.00047548356815241277,-3.831807407550514e-05
167,0.0004761736490763724,-4.438054747879505e-05
168,0.00047524762339890003,-4.8726709792390466e-05
169,0.00047472084406763315,-4.293138044886291e-05
170,0.0004738644929602742,-4.570052260532975e-05
171,0.0004737983108498156,-4.446876118890941e-05
172,0.00047282277955673635,-4.9537658924236894e-05
173,0.00047205574810504913,-4.2516621761024e-05
174,0.00047238741535693407,-4.5022869016975164e-05
175,0.00047201375127770007,-4.156032809987664e-05
176,0.00047120178351178765,-3.742071567103267e-05
177,0.00047031775466166437,-5.4203992476686835e-05
178,0.00047005730448290706,-4.5176740968599916e-05
179,0.000469575054012239,-4.7854206059128046e-05
180,0.0004684400337282568,-5.1088398322463036e-05
181,0.00046876625856384635,-4.395970609039068e-05
182,0.00046874862164258957,-4.920444916933775e-05
183,0.00046719994861632586,-5.344292731024325e-05
184,0.0004666810273192823,-4.7696492401883006e-05
185,0.000466678204247728,-5.490792682394385e-05
186,0.00046656435006298125,-4.8230140237137675e-05
187,0.0004665610322263092,-5.193555261939764e-05
188,0.00046568093239329755,-5.6187534937635064e-05
189,0.0004657715035136789,-3.6519544664770365e-05
190,0.00046488697989843786,-4.859655746258795e-05
191,0.00046571760321967304,-4.6617642510682344e-05
192,0.0004653958894778043,-6.037097773514688e-05
193,0.00046654342440888286,-5.919684190303087e-05
194,0.00046665064292028546,-4.568323493003845e-05
195,0.000467149744508788,-3.98459960706532e-05
196,0.0004673108924180269,-4.846899537369609e-05
197,0.00046664508408866823,-6.205946556292474e-05
198,0.0004673489311244339,-5.7687575463205576e-05
199,0.00046781834680587053,-5.8982346672564745e-05
200,0.000467918609501794,-4.6418659621849656e-05
201,0.00046824823948554695,-6.078113801777363e-05
202,0.0004685871535912156,-5.7108409237116575e-05
203,0.0004684625309891999,-5.714411963708699e-05
204,0.0004689101770054549,-5.182740278542042e-05
205,0.0004697068070527166,-5.738050094805658e-05
206,0.00046942703193053603,-5.5536191212013364e-05
207,0.00047084438847377896,-6.171234417706728e-05
208,0.0004705619066953659,-3.386789467185736e-05
209,0.00047035390161909163,-5.415111081674695e-05
210,0.0004707405751105398,-5.929925828240812e-05
211,0.000470886065158993,-5.9798185247927904e-05
212,0.0004712216032203287,-4.8813672037795186e-05
213,0.00047191628254950047,-6.735604256391525e-05
214,0.0004724394530057907,-5.9013342252001166e-05
215,0.0004722985322587192,-6.006116745993495e-05
216,0.0004727189661934972,-4.921379149891436e-05
217,0.000473604304715991,-6.647236295975745e-05
218,0.00047403128701262176,-5.4622767493128777e-05
219,0.0004733073292300105,-7.039593765512109e-05
220,0.00047377243754453957,-7.238230318762362e-05
221,0.0004749489016830921,-6.561382906511426e-05
222,0.0004752696258947253,-6.944974302314222e-05
223,0.00047572090988978744,-5.288905231282115e-05
224,0.0004759265575557947,-6.601650966331363e-05
225,0.0004765397752635181,-5.656512803398073e-05
226,0.0004778507282026112,-6.480596493929625e-05
227,0.0004775296547450125,-6.728011067025363e-05
228,0.0004768640792462975,-7.701045251451433e-05
229,0.0004779919981956482,-6.548812962137163e-05
230,0.0004793090047314763,-4.7257926780730486e-05
231,0.0004789812082890421,-5.615898407995701e-05
232,0.00048015089123509824,-5.690281977877021e-05
233,0.0004788678197655827,-7.529297727160156e-05
234,0.0004806176293641329,-7.619187817908823e-05
235,0.0004815855936612934,-7.456561434082687e-05
236,0.0004817135340999812,-6.711555761285126e-05
237,0.0004821809125132859,-6.626476533710957e-05
238,0.000483962707221508,-6.755278445780277e-05
239,0.00048356683691963553,-7.674063090234995e-05
240,0.00048469516332261264,-6.904741167090833e-05
241,0.00048475086805410683,-7.314217509701848e-05
242,0.00048545675235800445,-6.535221473313868e-05
243,0.0004843847709707916,-7.194207864813507e-05
244,0.0004865752998739481,-5.6893128203228116e-05
245,0.00048815819900482893,-5.895877256989479e-05
246,0.0004868717514909804,-7.292962982319295e-05
247,0.0004858573665842414,-8.30768549349159e-05
248,0.00048807571874931455,-6.842424045316875e-05
249,0.0004887362010776997,-7.41331314202398e-05
250,0.00048761224024929106,-7.351153180934489e-05
251,0.0004881939385086298,-8.533653453923762e-05
252,0.0004886321839876473,-6.935623241588473e-05
253,0.0004891076823696494,-6.301922257989645e-05
254,0.0004900742787867785,-8.398760110139847e-05
255,0.0004910167772322893,-6.866274634376168e-05
256,0.000491467013489455,-8.720610640011728e-05
257,0.0004914239980280399,-6.904394831508398e-05
258,0.0004915077006444335,-7.316502160392702e-05
259,0.0004919624770991504,-6.665871478617191e-05
260,0.0004927946138195693,-6.992198177613318e-05
261,0.0004921091021969914,-8.017371874302626e-05
262,0.0004930756986141205,-8.805815014056861e-05
263,0.0004933337913826108,-7.652517524547875e-05
264,0.0004945142427459359,-8.718896424397826e-05
265,0.0004941308288834989,-8.280199836008251e-05
266,0.0004967633285559714,-7.903706864453852e-05
267,0.0004950807779096067,-7.244053995236754e-05
268,0.0004956143675372005,-7.808647933416069e-05
269,0.0004963506944477558,-8.237408474087715e-05
270,0.000496532884426415,-8.176796836778522e-05
271,0.0004979322548024356,-7.151602767407894e-05
272,0.0004970909794792533,-8.246698416769505e-05
273,0.0004984640399925411,-8.812735904939473e-05
274,0.0004976055934093893,-7.700902642682195e-05
275,0.000496833526995033,-8.881441317498684e-05
276,0.0004969119909219444,-9.244389366358519e-05
277,0.0004978214856237173,-8.077808888629079e-05
278,0.0004959569778293371,-9.817679529078305e-05
279,0.0004947345587424934,-8.390576113015413e-05
280,0.0004962042439728975,-8.079037070274353e-05
281,0.0004974681651219726,-9.552435949444771e-05
282,0.0004956943448632956,-9.589100955054164e-05
283,0.0004944471293129027,-9.540171595290303e-05
284,0.0004947907291352749,-8.180722943507135e-05
285,0.0004936120240017772,-7.439515320584178e-05
286,0.0004945977707393467,-9.856195538304746e-05
287,0.0004932349547743797,-8.185711340047419e-05
288,0.0004936399636790156,-0.00010120292427018285
289,0.0004920500796288252,-5.9862504713237286e-05
290,0.0004921676008962095,-7.91359634604305e-05
291,0.0004912532167509198,-9.287841385230422e-05
292,0.000491612940095365,-0.00010663308785296977
293,0.0004928254056721926,-7.844046922400594e-05
294,0.0004907996044494212,-8.302999776788056e-05
295,0.0004918197519145906,-0.00011135105160064995
296,0.000491261132992804,-9.26038483157754e-05
297,0.0004895610036328435,-9.324279380962253e-05
298,0.0004887922550551593,-0.00010055326856672764
299,0.0004904529778286815,-8.851589518599212e-05
300,0.0004877505707554519,-9.392056381329894e-05
301,0.0004889494739472866,-7.928788545541465e-05
302,0.0004883880028501153,-9.692044113762677e-05
303,0.00048695795703679323,-9.981650509871542e-05
304,0.00048642861656844616,-9.730883175507188e-05
305,0.00048480223631486297,-8.982865256257355e-05
306,0.0004860036715399474,-0.00010488339466974139
307,0.0004846019437536597,-8.682097541168332e-05
308,0.0004848516546189785,-8.790072752162814e-05
309,0.00048420685925520957,-8.664160850457847e-05
310,0.00048242989578284323,-0.00010670506162568927
311,0.0004816883592866361,-8.794173481874168e-05
312,0.0004831852565985173,-9.7029929747805e-05
313,0.0004810565442312509,-0.00010409814422018826
314,0.0004796837456524372,-0.00010235971421934664
315,0.0004813535779248923,-9.849591879174113e-05
316,0.00048107505426742136,-0.00011354751768521965
317,0.00047990665188990533,-0.00010385093628428876
318,0.00047821784391999245,-9.261845843866467e-05
319,0.00047907233238220215,-7.882207864895463e-05
320,0.00047976020141504705,-9.592768037691712e-05
321,0.00047810134128667414,-0.00010809896048158407
322,0.0004765191988553852,-0.00011761297355405986
323,0.00047691300278529525,-0.00010429846588522196
324,0.00047482296940870583,-0.000105998944491148
325,0.0004751166270580143,-0.0001101661182474345
326,0.00047523638932034373,-0.00010237240348942578
327,0.00047468996490351856,-8.923353743739426e-05
328,0.0004743514000438154,-6.522331386804581e-05
329,0.0004731486551463604,-0.00011139479465782642
330,0.0004738548886962235,-0.00012100450112484396
331,0.00047394950524903834,-0.0001083841489162296
332,0.00047063047531992197,-0.00010284199379384518
333,0.00047168476157821715,-0.00012038930435664952
334,0.00046892539830878377,-0.00012990651885047555
335,0.0004693383234553039,-0.00010603631380945444
336,0.00046764357830397785,-0.00010731478687375784
337,0.000468360522063449,-9.70753317233175e-05
338,0.0004666269524022937,-0.00011612559319473803
339,0.00046797579852864146,-0.00010546811972744763
340,0.0004674815572798252,-0.0001248662592843175
341,0.0004679863341152668,-0.00012393860379233956
342,0.0004651607887353748,-0.00010637773084454238
343,0.0004649650363717228,-9.083803161047399e-05
344,0.00046290390309877694,-0.00010647252202033997
345,0.00046201294753700495,-0.00011987742618657649
346,0.0004623683344107121,-0.00011930789332836866
347,0.00046142772771418095,-0.00010936299804598093
348,0.0004631055926438421,-8.907110895961523e-05
349,0.00046181626385077834,-0.00012956021237187088
350,0.00045823148684576154,-0.00011699294555000961
351,0.00045997602865099907,-0.00012400717241689563
352,0.00045892782509326935,-9.331037290394306e-05
353,0.00045995035907253623,-0.00011875343625433743
354,0.0004575306666083634,-0.00011182457092218101
355,0.0004559968947432935,-0.00012140156468376517
356,0.00045590667286887765,-0.00013013876741752028
357,0.0004554932238534093,-0.00013880495680496097
358,0.0004546929558273405,-0.00012124748900532722
359,0.0004536481574177742,-9.705667616799474e-05
360,0.00045384097029455006,-0.00010370725067332387
361,0.00045323255471885204,-0.00011352909496054053
362,0.0004535798216238618,-0.00010851374827325344
363,0.0004523244278971106,-0.00015314435586333275
364,0.00044885469833388925,-0.0001200695987790823
365,0.00044895842438563704,-9.023866732604802e-05
366,0.000447555590653792,-0.00015457923291251063
367,0.00044682921725325286,-0.00010940866195596755
368,0.00044679114944301546,-0.00012181437341496348
369,0.000445560464868322,-0.00013369316002354026
370,0.0004451839195098728,-0.00012072059325873852
371,0.0004448872641660273,-0.00013542678789235651
372,0.0004428391985129565,-0.0001525258121546358
373,0.000441143405623734,-9.727699216455221e-05
374,0.00044199134572409093,-0.00013025858788751066
375,0.0004412576963659376,-0.00012970610987395048
376,0.0004414313589222729,-0.00015599344624206424
377,0.00043704433483071625,-0.00012733126641251147
378,0.000438352522905916,-7.82155548222363e-05
379,0.00043431640369817615,-0.000134135945700109
380,0.00043403415475040674,-0.00012111820979043841
381,0.0004342894535511732,-8.305511437356472e-05
382,0.0004333067627158016,-9.318429511040449e-05
383,0.0004336411948315799,-0.00012651458382606506
384,0.0004324647015891969,-0.00014126175665296614
385,0.00043117895256727934,-0.0001296664704568684
386,0.00042898388346657157,-0.00013745742035098374
387,0.00042974483221769333,-0.00013319659046828747
388,0.00042776859481818974,-0.00014359105261974037
389,0.00042676113662309945,-0.00014552843640558422
390,0.0004244293668307364,-0.0001478750491514802
391,0.00042564477189444005,-0.0001353484985884279
392,0.000425635400461033,-0.0001421633642166853
393,0.00042165990453213453,-0.0001143149274867028
394,0.0004205853911116719,-0.0001328973739873618
395,0.00042091202340088785,-0.00011569508933462203
396,0.0004193680069874972,-0.00015365693252533674
397,0.00041887606494128704,-0.00010655159712769091
398,0.00041833604336716235,-0.0001304152247030288
399,0.00041640069684945047,-0.0001638558751437813
400,0.00041442312067374587,-0.00012085866183042526
401,0.0004131393798161298,-0.00015925674233585596
402,0.0004091191804036498,-0.00012662154040299356
403,0.00040901711327023804,-0.00012410877388902009
404,0.000410345004638657,-0.0001534131879452616
405,0.00040465485653840005,-0.00013101485092192888
406,0.00040279258973896503,-0.00012321301619522274
407,0.00040099883335642517,-0.00011818893835879862
408,0.000398757285438478,-0.00017113363719545305
409,0.00039656233275309205,-0.00016725542081985623
410,0.0003932525578420609,-0.00014427900896407664
411,0.0003953005943913013,-0.00013818577281199396
412,0.00039111936348490417,-0.0001631195773370564
413,0.0003902560565620661,-0.00010538537753745914
414,0.00038650407805107534,-0.0001269771601073444
415,0.000384028215194121,-0.00014831236330792308
416,0.00038448485429398715,-0.00013090242282487452
417,0.0003798566176556051,-0.00012989656534045935
418,0.00037942087510600686,-0.0001488660491304472
419,0.00038170479820109904,-9.383729775436223e-05
420,0.0003762829874176532,-0.00017203734023496509
421,0.00037425654591061175,-0.00012872042134404182
422,0.00037447919021360576,-0.00014559166447725147
423,0.00037286864244379103,-0.00011997221736237407
424,0.0003674557665362954,-0.00016267715545836836
425,0.00036564446054399014,-0.00013057015894446522
426,0.0003667665587272495,-0.00013071426656097174
427,0.00036168386577628553,-0.00012861881987191737
428,0.00035891993320547044,-0.00017042744730133563
429,0.0003594512236304581,-0.00012058543507009745
430,0.00035838939948007464,-0.00013800140004605055
431,0.0003566865052562207,-0.00015678509953431785
432,0.00035419221967458725,-0.00016433042765129358
433,0.00034960219636559486,-0.00016541477816645056
434,0.00035096658393740654,-0.00015957411960698664
435,0.0003460170701146126,-0.00018650639685802162
436,0.00034488647361285985,-0.00016148322902154177
437,0.00034156162291765213,-0.00014481556718237698
438,0.000336406723363325,-0.00017940565885510296
439,0.00033621935290284455,-0.00011788115079980344
440,0.00033494512899778783,-0.00011994865781161934
441,0.0003325121069792658,-0.00014644971815869212
442,0.00033256856841035187,-0.00017422052042093128
443,0.0003293837944511324,-0.00015993243141565472
444,0.00032603536965325475,-0.00016524245438631624
445,0.0003212804440408945,-0.00016370679077226669
446,0.0003217209014110267,-0.00012838283146265894
447,0.0003175650490447879,-0.00012662564404308796
448,0.00031656751525588334,-0.0001509959256509319
449,0.00031685808789916337,-0.00015762429393362254
450,0.00031460318132303655,-0.00014531055057886988
451,0.00031080449116416276,-0.00015147514932323247
452,0.0003083365154452622,-0.0002005085116252303
453,0.0003059637383557856,-0.00013304827734827995
454,0.00030539449653588235,-0.00013151054736226797
455,0.00030316569609567523,-0.00017278565792366862
456,0.00029897576314397156,-0.00015733062173239887
457,0.00029385549714788795,-0.00014220377488527447
458,0.0002971143985632807,-0.00013623283302877098
459,0.00029259445727802813,-0.00015420372074004263
460,0.00029037753120064735,-0.00014627022028435022
461,0.00028456555446609855,-0.0002149536885553971
462,0.00028617135831154883,-0.00011933426139876246
463,0.0002820219087880105,-0.00016330361540894955
464,0.000278350489679724,-0.0001655632077017799
465,0.00027700740611180663,-0.00018624559743329883
466,0.0002758069313131273,-0.00013951426080893725
467,0.000271287455689162,-0.00015645928215235472
468,0.0002702344208955765,-0.0001665828749537468
469,0.0002661603211890906,-0.00015222482034005225
470,0.0002658482699189335,-0.00013607973232865334
471,0.00026232347590848804,-0.00015264250396285206
472,0.00026153045473620296,-0.0001721592270769179
473,0.00025798368733376265,-0.00013914202281739563
474,0.0002594699908513576,-0.0001681062567513436
475,0.0002533992810640484,-0.00017698039300739765
476,0.0002473453641869128,-0.0001340219605481252
477,0.0002492066705599427,-0.00014709465904161334
478,0.0002452893531881273,-0.00017437963106203824
479,0.00024095455592032522,-0.0001795564021449536
480,0.00024119735462591052,-0.0001333048421656713
481,0.00023687141947448254,-0.0002209741942351684
482,0.00023621135915163904,-0.00016381648310925812
483,0.0002297768514836207,-0.0001919109490700066
484,0.00022609916049987078,-0.0001543113903608173
485,0.00022276917297858745,-0.00019834503473248333
486,0.00022297969553619623,-0.0001450587878935039
487,0.0002215850108768791,-0.0001579637755639851
488,0.0002175354748032987,-0.0001427235547453165
489,0.0002179813600378111,-0.0001701661676634103
490,0.00021298610954545438,-0.00015279199578799307
491,0.00021125715284142643,-0.00014482719416264445
492,0.00020917064102832228,-0.00017942149133887142
493,0.00020566464809235185,-0.00016636334476061165
494,0.00020478750229813159,-0.0001726307236822322
495,0.00020231996313668787,-0.00016890635015442967
496,0.0002004238631343469,-0.00019372373935766518
497,0.0001976632047444582,-0.00017781027418095618
498,0.00019422805053181946,-0.0001413481804775074
499,0.00018964300397783518,-0.00015947164501994848
500,0.00018831064517144114,-0.00019440025789663196
501,0.00018497416749596596,-0.00018430565251037478
502,0.00018246754189021885,-0.00012738238729070872
503,0.00018341709801461548,-0.00018687540432438254
504,0.0001773276162566617,-0.00017127818136941642
505,0.00017312080308329314,-0.00015845410234760493
506,0.0001709155912976712,-0.00017386606486979872
507,0.00016801570018287748,-0.00016698655963409692
508,0.00016695365775376558,-0.00016694693476893008
509,0.00016346380289178342,-0.00015186305972747505
510,0.0001582270924700424,-0.00017824028327595443
511,0.00015601977065671235,-0.0002090368652716279
512,0.00015057041309773922,-0.00014379405183717608
513,0.00015095820708665997,-0.0002168338978663087
514,0.00014637995627708733,-0.00018727344286162406
515,0.00013791609671898186,-0.0001500203215982765
516,0.00014075404033064842,-0.0001760148734319955
517,0.0001364086929243058,-0.00016195197531487793
518,0.00013298160047270358,-0.00017533687059767544
519,0.0001284104655496776,-0.00017810608551371843
520,0.00012479256838560104,-0.00020079291425645351
521,0.00012335670180618763,-0.00015579845057800412
522,0.00012051011435687542,-0.00014590357022825629
523,0.00011694541171891615,-0.00012442543811630458
524,0.00011507904855534434,-0.00018642772920429707
525,0.00011191817611688748,-0.00023882716777734458
526,0.00010178818774875253,-0.00017891985771711916
527,0.00010028474207501858,-0.00016354408580809832
528,0.00010078227205667645,-0.0001439661718904972
529,9.557202429277822e-05,-0.0002090530761051923
530,9.092407708521932e-05,-0.00016637667431496084
531,9.239462815457955e-05,-0.00019148600404150784
532,8.668671944178641e-05,-0.00015854736557230353
533,8.455373608740047e-05,-0.00020482092804741114
534,7.985577394720167e-05,-0.0001301417505601421
535,7.608619489474222e-05,-0.00020003359531983733
536,7.455800368916243e-05,-0.0001876839087344706
537,7.278733392013237e-05,-0.00013612155453301966
538,6.737734656780958e-05,-0.00015786700532771647
539,6.394687807187438e-05,-0.00016604919801466167
540,5.6345059419982135e-05,-0.0002128187770722434
541,5.377504203352146e-05,-0.00023687588691245764
542,5.046322985435836e-05,-0.00022948709374759346
543,4.624348730430938e-05,-0.00015840127889532596
544,4.273240119800903e-05,-0.0001250459172297269
545,4.125124905840494e-05,-0.00020371425489429384
546,3.585684680729173e-05,-0.00016029327525757253
547,3.5010332794627175e-05,-0.00015414490189868957
548,3.278863005107269e-05,-0.00017727460362948477
549,2.7490204956848174e-05,-0.00015391132910735905
550,2.030281029874459e-05,-0.00018348864978179336
551,1.91378658200847e-05,-0.00015183551295194775
552,1.4413147255254444e-05,-0.00020342678180895746
553,1.3802566172671504e-05,-0.0001540161028970033
554,9.52723712543957e-06,-0.00013434697757475078
555,8.926244845497422e-06,-0.0002240414178231731
556,-2.5009214823512593e-06,-0.00023480018717236817
557,7.166772775235586e-07,-0.00015707069542258978
558,-4.076057393831434e-06,-0.00019380555022507906
559,-7.989532605279237e-06,-0.00019311497453600168
560,-1.237762080563698e-05,-0.00021354785712901503
561,-1.6117603081511334e-05,-0.00013993035827297717
562,-2.117177427862771e-05,-0.0002052763884421438
563,-2.6087644073413685e-05,-0.0001970150915440172
564,-3.144628499285318e-05,-0.00013109546853229403
565,-3.134402140858583e-05,-0.00019514799350872636
566,-3.6936733522452414e-05,-0.00015899229038041085
567,-4.416105002746917e-05,-0.00022571887529920787
568,-4.257851469446905e-05,-0.0001967252610484138
569,-4.800130409421399e-05,-0.00018470283248461783
570,-5.2968454838264734e-05,-0.00021680000645574182
571,-5.377153865993023e-05,-0.00016630056779831648
572,-5.995978426653892e-05,-0.00021651311544701457
573,-6.198771006893367e-05,-0.0002118153206538409
574,-6.991757254581898e-05,-0.00018096965504810214
575,-7.338228897424415e-05,-0.00018385019211564213
576,-7.943141099531204e-05,-0.0002314657613169402
577,-7.870708213886246e-05,-0.0001472767471568659
578,-8.219940355047584e-05,-0.00018580711912363768
579,-8.658818842377514e-05,-0.00017660268349573016
580,-8.394853648496792e-05,-0.00017659564036875963
581,-9.39197198022157e-05,-0.0001615747023606673
582,-9.953162225428969e-05,-0.0001917933113873005
583,-9.954180131899193e-05,-0.00015763392730150372
584,-0.00010760435543488711,-0.00019462622003629804
585,-0.00011194349644938484,-0.00022830560919828713
586,-0.00012020756548736244,-0.0002638714504428208
587,-0.00012269536091480404,-0.00016960194625426084
588,-0.00012755206262227148,-0.0002095548843499273
